,year,activity,fatal,night_day,fy,fn,decade
0,2018,surfing,N,Day,0,1,2010
1,2018,standing,N,Day,0,1,2010
2,2018,surfing,N,Night,0,1,2010
6,2018,swimming,Y,Day,1,0,2010
8,2018,standing,N,Day,0,1,2010
9,2018,standing,N,Day,0,1,2010
10,2018,other,N,Day,0,1,2010
12,2018,swimming,N,Day,0,1,2010
13,2018,fishing,N,Day,0,1,2010
15,2018,surfing,N,Day,0,1,2010
16,2018,surfing,N,Day,0,1,2010
18,2018,swimming,N,Day,0,1,2010
19,2018,surfing,N,Day,0,1,2010
20,2018,surfing,N,Night,0,1,2010
21,2018,surfing,N,Day,0,1,2010
22,2018,surfing,N,Day,0,1,2010
23,2018,fishing,N,Night,0,1,2010
24,2018,surfing,N,Day,0,1,2010
29,2018,surfing,N,Day,0,1,2010
30,2018,surfing,N,Day,0,1,2010
32,2018,surfing,N,Day,0,1,2010
33,2018,swimming,N,Day,0,1,2010
34,2018,surfing,N,Day,0,1,2010
35,2018,surfing,N,Day,0,1,2010
36,2018,standing,N,Day,0,1,2010
37,2018,swimming,N,Day,0,1,2010
38,2018,surfing,N,Night,0,1,2010
40,2018,swimming,N,Day,0,1,2010
41,2018,fishing,N,Night,0,1,2010
42,2018,standing,N,Day,0,1,2010
43,2018,swimming,N,Day,0,1,2010
47,2018,other,N,Day,0,1,2010
48,2018,fishing,N,Day,0,1,2010
49,2018,swimming,N,Day,0,1,2010
51,2018,surfing,N,Day,0,1,2010
53,2017,surfing,N,Day,0,1,2010
54,2017,surfing,N,Day,0,1,2010
60,2017,fishing,N,Day,0,1,2010
61,2017,surfing,N,Day,0,1,2010
63,2017,surfing,N,Day,0,1,2010
64,2017,swimming,Y,Night,1,0,2010
66,2017,surfing,N,Day,0,1,2010
67,2017,surfing,N,Day,0,1,2010
68,2017,swimming,N,Day,0,1,2010
69,2017,surfing,N,Day,0,1,2010
70,2017,swimming,N,Day,0,1,2010
71,2017,fishing,N,Day,0,1,2010
72,2017,surfing,N,Day,0,1,2010
73,2017,swimming,N,Day,0,1,2010
74,2017,surfing,N,Day,0,1,2010
75,2017,swimming,N,Day,0,1,2010
77,2017,surfing,N,Day,0,1,2010
78,2017,surfing,N,Day,0,1,2010
79,2017,surfing,,Day,0,0,2010
80,2017,surfing,N,Day,0,1,2010
81,2017,surfing,N,Day,0,1,2010
83,2017,surfing,N,Day,0,1,2010
84,2017,swimming,,Day,0,0,2010
85,2017,fishing,N,Night,0,1,2010
87,2017,surfing,N,Day,0,1,2010
88,2017,swimming,N,Day,0,1,2010
89,2017,surfing,N,Night,0,1,2010
91,2017,swimming,Y,Day,1,0,2010
92,2017,surfing,N,Day,0,1,2010
95,2017,surfing,N,Day,0,1,2010
96,2017,surfing,N,Day,0,1,2010
97,2017,standing,N,Day,0,1,2010
98,2017,swimming,,Day,0,0,2010
100,2017,other,N,Day,0,1,2010
101,2017,fishing,N,Day,0,1,2010
102,2017,swimming,N,Day,0,1,2010
104,2017,fishing,N,Night,0,1,2010
105,2017,fishing,N,Day,0,1,2010
106,2017,surfing,N,Day,0,1,2010
107,2017,swimming,,Day,0,0,2010
108,2017,other,N,Day,0,1,2010
111,2017,surfing,N,Day,0,1,2010
113,2017,swimming,N,Day,0,1,2010
114,2017,other,N,Day,0,1,2010
116,2017,surfing,N,Day,0,1,2010
117,2017,other,N,Night,0,1,2010
118,2017,surfing,N,Day,0,1,2010
119,2017,surfing,N,Day,0,1,2010
120,2017,surfing,N,Day,0,1,2010
121,2017,swimming,N,Day,0,1,2010
123,2017,surfing,N,Day,0,1,2010
125,2017,fishing,,Day,0,0,2010
127,2017,surfing,N,Day,0,1,2010
129,2017,surfing,N,Day,0,1,2010
130,2017,swimming,N,Day,0,1,2010
133,2017,surfing,N,Day,0,1,2010
134,2017,surfing,N,Day,0,1,2010
135,2017,surfing,N,Day,0,1,2010
138,2017,swimming,N,Day,0,1,2010
140,2017,other,N,Day,0,1,2010
142,2017,fishing,N,Day,0,1,2010
144,2017,swimming,Y,Day,1,0,2010
145,2017,surfing,,Day,0,0,2010
146,2017,swimming,N,Day,0,1,2010
147,2017,surfing,N,Day,0,1,2010
148,2017,surfing,N,Day,0,1,2010
149,2017,surfing,Y,Day,1,0,2010
150,2017,surfing,N,Day,0,1,2010
152,2017,swimming,N,Day,0,1,2010
153,2017,swimming,,Day,0,0,2010
154,2017,other,N,Day,0,1,2010
155,2017,surfing,Y,Day,1,0,2010
156,2017,surfing,N,Day,0,1,2010
157,2017,surfing,N,Day,0,1,2010
158,2017,surfing,N,Day,0,1,2010
160,2017,surfing,N,Day,0,1,2010
161,2017,surfing,N,Day,0,1,2010
162,2017,swimming,N,Day,0,1,2010
164,2017,swimming,N,Day,0,1,2010
165,2017,surfing,N,Day,0,1,2010
166,2017,swimming,N,Day,0,1,2010
167,2017,surfing,N,Day,0,1,2010
168,2017,surfing,N,Day,0,1,2010
169,2017,surfing,N,Day,0,1,2010
172,2017,swimming,N,Day,0,1,2010
173,2017,surfing,N,Day,0,1,2010
174,2017,surfing,Y,Day,1,0,2010
175,2017,fishing,N,Day,0,1,2010
176,2017,swimming,N,Day,0,1,2010
177,2017,other,N,Day,0,1,2010
181,2017,swimming,N,Day,0,1,2010
182,2017,other,N,Day,0,1,2010
183,2017,swimming,N,Day,0,1,2010
184,2017,swimming,N,Day,0,1,2010
185,2017,other,N,Day,0,1,2010
186,2017,surfing,N,Night,0,1,2010
188,2017,standing,N,Day,0,1,2010
189,2017,standing,,Day,0,0,2010
190,2016,surfing,N,Day,0,1,2010
191,2016,swimming,N,Day,0,1,2010
192,2016,surfing,N,Night,0,1,2010
193,2016,swimming,N,Day,0,1,2010
195,2016,surfing,,Day,0,0,2010
196,2016,fishing,N,Night,0,1,2010
197,2016,surfing,N,Day,0,1,2010
198,2016,fishing,N,Day,0,1,2010
199,2016,swimming,N,Day,0,1,2010
200,2016,surfing,N,Day,0,1,2010
201,2016,surfing,N,Day,0,1,2010
202,2016,surfing,N,Night,0,1,2010
203,2016,surfing,N,Day,0,1,2010
204,2016,surfing,N,Day,0,1,2010
205,2016,swimming,N,Day,0,1,2010
207,2016,surfing,N,Day,0,1,2010
208,2016,surfing,N,Day,0,1,2010
209,2016,surfing,N,Day,0,1,2010
210,2016,surfing,N,Day,0,1,2010
211,2016,surfing,N,Day,0,1,2010
212,2016,surfing,N,Day,0,1,2010
213,2016,surfing,N,Day,0,1,2010
214,2016,surfing,N,Day,0,1,2010
215,2016,surfing,N,Day,0,1,2010
219,2016,standing,N,Day,0,1,2010
220,2016,swimming,N,Day,0,1,2010
221,2016,surfing,Y,Day,1,0,2010
222,2016,surfing,N,Day,0,1,2010
223,2016,surfing,N,Day,0,1,2010
227,2016,surfing,N,Day,0,1,2010
228,2016,surfing,N,Day,0,1,2010
229,2016,surfing,N,Day,0,1,2010
230,2016,standing,N,Day,0,1,2010
232,2016,surfing,N,Day,0,1,2010
234,2016,swimming,N,Day,0,1,2010
238,2016,surfing,N,Day,0,1,2010
239,2016,surfing,N,Day,0,1,2010
242,2016,fishing,N,Day,0,1,2010
244,2016,surfing,N,Day,0,1,2010
245,2016,other,N,Day,0,1,2010
246,2016,surfing,N,Day,0,1,2010
251,2016,fishing,N,Day,0,1,2010
253,2016,swimming,N,Day,0,1,2010
254,2016,fishing,N,Night,0,1,2010
255,2016,other,N,Day,0,1,2010
256,2016,surfing,N,Day,0,1,2010
257,2016,swimming,N,Day,0,1,2010
259,2016,swimming,N,Day,0,1,2010
260,2016,standing,N,Day,0,1,2010
261,2016,surfing,N,Night,0,1,2010
263,2016,swimming,N,Day,0,1,2010
264,2016,standing,N,Day,0,1,2010
265,2016,surfing,,Day,0,0,2010
266,2016,swimming,N,Day,0,1,2010
267,2016,swimming,Y,Day,1,0,2010
268,2016,swimming,N,Day,0,1,2010
270,2016,surfing,N,Day,0,1,2010
271,2016,surfing,Y,Day,1,0,2010
272,2016,swimming,N,Day,0,1,2010
273,2016,swimming,N,Day,0,1,2010
274,2016,swimming,N,Day,0,1,2010
275,2016,swimming,N,Day,0,1,2010
276,2016,swimming,N,Day,0,1,2010
277,2016,swimming,N,Day,0,1,2010
278,2016,other,N,Day,0,1,2010
279,2016,swimming,N,Day,0,1,2010
280,2016,fishing,N,Day,0,1,2010
281,2016,surfing,N,Night,0,1,2010
282,2016,surfing,N,Day,0,1,2010
283,2016,surfing,N,Day,0,1,2010
284,2016,swimming,N,Day,0,1,2010
285,2016,fishing,N,Day,0,1,2010
286,2016,fishing,N,Day,0,1,2010
288,2016,standing,Y,Day,1,0,2010
292,2016,swimming,N,Day,0,1,2010
293,2016,surfing,N,Day,0,1,2010
295,2016,surfing,N,Day,0,1,2010
297,2016,surfing,,Day,0,0,2010
298,2016,surfing,N,Day,0,1,2010
299,2016,swimming,Y,Day,1,0,2010
300,2016,other,N,Day,0,1,2010
301,2016,fishing,N,Night,0,1,2010
303,2016,surfing,N,Day,0,1,2010
304,2016,fishing,N,Day,0,1,2010
305,2016,standing,N,Day,0,1,2010
307,2016,surfing,,Day,0,0,2010
308,2016,standing,N,Day,0,1,2010
309,2016,surfing,N,Day,0,1,2010
312,2016,surfing,N,Day,0,1,2010
313,2016,surfing,N,Day,0,1,2010
314,2016,fishing,N,Day,0,1,2010
316,2016,surfing,N,Day,0,1,2010
318,2016,standing,N,Day,0,1,2010
319,2016,fishing,N,Day,0,1,2010
320,2015,fishing,N,Day,0,1,2010
322,2015,surfing,N,Day,0,1,2010
323,2015,surfing,N,Night,0,1,2010
326,2015,fishing,N,Day,0,1,2010
328,2015,swimming,N,Day,0,1,2010
329,2015,swimming,N,Day,0,1,2010
330,2015,surfing,N,Day,0,1,2010
331,2015,swimming,N,Day,0,1,2010
333,2015,surfing,N,Day,0,1,2010
334,2015,surfing,,Day,0,0,2010
335,2015,swimming,N,Day,0,1,2010
336,2015,standing,N,Day,0,1,2010
337,2015,fishing,N,Night,0,1,2010
339,2015,surfing,N,Day,0,1,2010
340,2015,surfing,N,Day,0,1,2010
341,2015,surfing,N,Day,0,1,2010
342,2015,surfing,N,Day,0,1,2010
344,2015,surfing,,Day,0,0,2010
345,2015,swimming,N,Day,0,1,2010
346,2015,fishing,N,Day,0,1,2010
347,2015,surfing,N,Day,0,1,2010
348,2015,surfing,N,Day,0,1,2010
350,2015,surfing,N,Day,0,1,2010
351,2015,surfing,N,Day,0,1,2010
352,2015,standing,N,Day,0,1,2010
353,2015,surfing,N,Day,0,1,2010
354,2015,surfing,N,Day,0,1,2010
355,2015,swimming,N,Day,0,1,2010
356,2015,fishing,N,Day,0,1,2010
357,2015,surfing,N,Day,0,1,2010
358,2015,fishing,N,Day,0,1,2010
359,2015,standing,N,Day,0,1,2010
360,2015,fishing,N,Night,0,1,2010
362,2015,swimming,N,Day,0,1,2010
363,2015,surfing,N,Day,0,1,2010
364,2015,surfing,N,Night,0,1,2010
365,2015,surfing,N,Day,0,1,2010
366,2015,fishing,N,Day,0,1,2010
367,2015,surfing,N,Day,0,1,2010
368,2015,other,N,Day,0,1,2010
369,2015,standing,N,Day,0,1,2010
371,2015,surfing,N,Day,0,1,2010
372,2015,surfing,N,Day,0,1,2010
373,2015,other,,Day,0,0,2010
374,2015,surfing,N,Day,0,1,2010
375,2015,surfing,N,Day,0,1,2010
376,2015,standing,N,Day,0,1,2010
377,2015,fishing,N,Night,0,1,2010
378,2015,swimming,,Day,0,0,2010
379,2015,fishing,N,Day,0,1,2010
380,2015,surfing,N,Night,0,1,2010
383,2015,surfing,N,Day,0,1,2010
384,2015,swimming,,Day,0,0,2010
385,2015,swimming,Y,Day,1,0,2010
390,2015,surfing,N,Day,0,1,2010
394,2015,other,N,Night,0,1,2010
395,2015,surfing,N,Day,0,1,2010
396,2015,surfing,N,Day,0,1,2010
397,2015,swimming,N,Day,0,1,2010
399,2015,swimming,N,Day,0,1,2010
400,2015,swimming,N,Day,0,1,2010
401,2015,surfing,N,Day,0,1,2010
402,2015,swimming,,Day,0,0,2010
403,2015,surfing,N,Day,0,1,2010
404,2015,standing,N,Day,0,1,2010
406,2015,surfing,N,Day,0,1,2010
407,2015,swimming,N,Day,0,1,2010
408,2015,surfing,N,Day,0,1,2010
410,2015,fishing,N,Day,0,1,2010
411,2015,swimming,N,Day,0,1,2010
412,2015,standing,N,Day,0,1,2010
413,2015,standing,N,Day,0,1,2010
415,2015,surfing,N,Day,0,1,2010
416,2015,swimming,N,Day,0,1,2010
418,2015,surfing,N,Day,0,1,2010
419,2015,standing,N,Day,0,1,2010
420,2015,standing,N,Day,0,1,2010
421,2015,fishing,N,Day,0,1,2010
423,2015,surfing,N,Day,0,1,2010
424,2015,other,N,Day,0,1,2010
426,2015,swimming,N,Day,0,1,2010
427,2015,surfing,N,Day,0,1,2010
428,2015,swimming,N,Day,0,1,2010
429,2015,swimming,Y,Day,1,0,2010
430,2015,standing,N,Day,0,1,2010
431,2015,surfing,N,Day,0,1,2010
432,2015,surfing,N,Day,0,1,2010
434,2015,surfing,Y,Day,1,0,2010
435,2015,surfing,N,Night,0,1,2010
436,2015,fishing,N,Day,0,1,2010
438,2015,surfing,,Day,0,0,2010
441,2015,swimming,N,Day,0,1,2010
442,2015,other,N,Day,0,1,2010
443,2015,fishing,N,Day,0,1,2010
444,2015,fishing,N,Day,0,1,2010
447,2015,swimming,Y,Day,1,0,2010
448,2015,surfing,Y,Day,1,0,2010
449,2015,surfing,N,Night,0,1,2010
451,2015,other,N,Night,0,1,2010
452,2015,fishing,N,Night,0,1,2010
454,2015,swimming,N,Day,0,1,2010
457,2015,fishing,N,Day,0,1,2010
459,2015,surfing,,Night,0,0,2010
460,2015,swimming,N,Day,0,1,2010
461,2015,surfing,N,Day,0,1,2010
462,2015,other,N,Day,0,1,2010
463,2014,surfing,N,Day,0,1,2010
464,2014,fishing,Y,Day,1,0,2010
466,2014,swimming,,Day,0,0,2010
467,2014,surfing,N,Day,0,1,2010
468,2014,fishing,N,Day,0,1,2010
470,2014,fishing,Y,Day,1,0,2010
471,2014,fishing,N,Night,0,1,2010
472,2014,surfing,N,Night,0,1,2010
476,2014,surfing,N,Day,0,1,2010
477,2014,swimming,N,Day,0,1,2010
478,2014,surfing,N,Night,0,1,2010
479,2014,surfing,N,Day,0,1,2010
480,2014,surfing,N,Day,0,1,2010
481,2014,surfing,N,Day,0,1,2010
482,2014,surfing,N,Day,0,1,2010
483,2014,surfing,N,Day,0,1,2010
485,2014,surfing,N,Day,0,1,2010
486,2014,surfing,N,Night,0,1,2010
488,2014,surfing,N,Day,0,1,2010
489,2014,surfing,N,Day,0,1,2010
490,2014,surfing,N,Day,0,1,2010
491,2014,fishing,N,Day,0,1,2010
492,2014,surfing,N,Day,0,1,2010
493,2014,surfing,N,Day,0,1,2010
494,2014,surfing,N,Day,0,1,2010
495,2014,surfing,N,Day,0,1,2010
496,2014,surfing,N,Day,0,1,2010
497,2014,surfing,N,Day,0,1,2010
499,2014,surfing,,Day,0,0,2010
500,2014,swimming,Y,Day,1,0,2010
501,2014,fishing,N,Day,0,1,2010
502,2014,surfing,N,Day,0,1,2010
503,2014,fishing,N,Day,0,1,2010
505,2014,surfing,N,Day,0,1,2010
507,2014,other,,Day,0,0,2010
511,2014,standing,N,Day,0,1,2010
515,2014,standing,N,Day,0,1,2010
518,2014,swimming,N,Day,0,1,2010
519,2014,swimming,N,Day,0,1,2010
520,2014,surfing,N,Day,0,1,2010
523,2014,surfing,N,Day,0,1,2010
524,2014,surfing,N,Day,0,1,2010
527,2014,surfing,N,Day,0,1,2010
528,2014,standing,N,Day,0,1,2010
530,2014,swimming,N,Day,0,1,2010
531,2014,swimming,N,Day,0,1,2010
532,2014,swimming,,Night,0,0,2010
534,2014,surfing,N,Day,0,1,2010
535,2014,swimming,N,Day,0,1,2010
536,2014,surfing,N,Night,0,1,2010
537,2014,surfing,N,Day,0,1,2010
539,2014,fishing,N,Day,0,1,2010
540,2014,surfing,N,Day,0,1,2010
541,2014,surfing,N,Day,0,1,2010
544,2014,standing,N,Day,0,1,2010
545,2014,surfing,N,Day,0,1,2010
546,2014,surfing,N,Day,0,1,2010
547,2014,other,N,Day,0,1,2010
548,2014,swimming,N,Day,0,1,2010
549,2014,surfing,N,Day,0,1,2010
552,2014,swimming,N,Day,0,1,2010
554,2014,surfing,N,Day,0,1,2010
555,2014,surfing,N,Day,0,1,2010
556,2014,standing,N,Day,0,1,2010
559,2014,swimming,N,Day,0,1,2010
561,2014,surfing,N,Day,0,1,2010
563,2014,swimming,N,Day,0,1,2010
564,2014,standing,N,Day,0,1,2010
566,2014,fishing,N,Day,0,1,2010
567,2014,surfing,N,Day,0,1,2010
568,2014,surfing,N,Day,0,1,2010
569,2014,swimming,Y,Day,1,0,2010
570,2014,swimming,,Day,0,0,2010
571,2014,swimming,Y,Day,1,0,2010
574,2014,surfing,N,Day,0,1,2010
575,2014,surfing,N,Day,0,1,2010
576,2014,other,,Day,0,0,2010
577,2014,swimming,N,Day,0,1,2010
580,2014,surfing,N,Day,0,1,2010
581,2014,other,N,Night,0,1,2010
582,2014,fishing,Y,Day,1,0,2010
584,2014,surfing,N,Day,0,1,2010
590,2013,swimming,N,Day,0,1,2010
591,2013,surfing,N,Day,0,1,2010
593,2013,surfing,N,Day,0,1,2010
594,2013,surfing,N,Day,0,1,2010
595,2013,surfing,N,Day,0,1,2010
596,2013,fishing,Y,Day,1,0,2010
597,2013,surfing,Y,Day,1,0,2010
598,2013,swimming,N,Day,0,1,2010
599,2013,surfing,Y,Day,1,0,2010
600,2013,surfing,N,Day,0,1,2010
601,2013,surfing,N,Day,0,1,2010
602,2013,fishing,N,Day,0,1,2010
603,2013,surfing,N,Day,0,1,2010
605,2013,surfing,N,Day,0,1,2010
606,2013,swimming,N,Day,0,1,2010
607,2013,surfing,N,Day,0,1,2010
608,2013,fishing,N,Day,0,1,2010
609,2013,surfing,N,Day,0,1,2010
610,2013,swimming,N,Day,0,1,2010
611,2013,surfing,N,Day,0,1,2010
612,2013,standing,N,Day,0,1,2010
613,2013,swimming,Y,Day,1,0,2010
614,2013,swimming,N,Day,0,1,2010
615,2013,surfing,N,Day,0,1,2010
616,2013,standing,N,Day,0,1,2010
617,2013,surfing,N,Day,0,1,2010
618,2013,swimming,N,Day,0,1,2010
619,2013,standing,N,Day,0,1,2010
620,2013,swimming,N,Day,0,1,2010
621,2013,surfing,N,Day,0,1,2010
622,2013,swimming,N,Day,0,1,2010
623,2013,surfing,N,Day,0,1,2010
625,2013,surfing,N,Day,0,1,2010
626,2013,standing,N,Day,0,1,2010
627,2013,swimming,N,Day,0,1,2010
630,2013,other,N,Day,0,1,2010
632,2013,swimming,N,Night,0,1,2010
634,2013,fishing,N,Day,0,1,2010
635,2013,surfing,N,Day,0,1,2010
636,2013,other,N,Day,0,1,2010
637,2013,surfing,N,Day,0,1,2010
638,2013,surfing,N,Day,0,1,2010
639,2013,swimming,Y,Day,1,0,2010
640,2013,surfing,N,Day,0,1,2010
641,2013,surfing,N,Day,0,1,2010
643,2013,fishing,N,Day,0,1,2010
644,2013,swimming,N,Day,0,1,2010
646,2013,fishing,N,Day,0,1,2010
647,2013,standing,N,Day,0,1,2010
648,2013,surfing,N,Day,0,1,2010
649,2013,fishing,N,Day,0,1,2010
650,2013,swimming,N,Day,0,1,2010
651,2013,swimming,Y,Day,1,0,2010
652,2013,surfing,N,Day,0,1,2010
654,2013,swimming,Y,Day,1,0,2010
656,2013,standing,N,Day,0,1,2010
661,2013,fishing,N,Day,0,1,2010
663,2013,swimming,N,Day,0,1,2010
664,2013,swimming,N,Day,0,1,2010
665,2013,swimming,N,Day,0,1,2010
666,2013,surfing,N,Day,0,1,2010
668,2013,surfing,N,Day,0,1,2010
670,2013,surfing,N,Day,0,1,2010
672,2013,swimming,N,Day,0,1,2010
674,2013,fishing,N,Night,0,1,2010
675,2013,surfing,N,Day,0,1,2010
677,2013,surfing,Y,Day,1,0,2010
678,2013,surfing,N,Day,0,1,2010
680,2013,swimming,N,Day,0,1,2010
681,2013,fishing,N,Day,0,1,2010
682,2013,surfing,N,Day,0,1,2010
684,2013,surfing,N,Day,0,1,2010
686,2013,surfing,N,Day,0,1,2010
689,2013,surfing,N,Day,0,1,2010
694,2013,fishing,N,Day,0,1,2010
696,2013,fishing,Y,Day,1,0,2010
697,2013,fishing,N,Day,0,1,2010
700,2013,swimming,Y,Day,1,0,2010
701,2013,surfing,N,Day,0,1,2010
703,2013,surfing,N,Day,0,1,2010
704,2013,swimming,N,Day,0,1,2010
709,2013,surfing,N,Day,0,1,2010
711,2013,fishing,N,Day,0,1,2010
712,2012,swimming,N,Day,0,1,2010
713,2012,surfing,N,Day,0,1,2010
714,2012,surfing,N,Day,0,1,2010
716,2012,surfing,N,Day,0,1,2010
717,2012,surfing,N,Day,0,1,2010
718,2012,fishing,N,Day,0,1,2010
720,2012,swimming,N,Day,0,1,2010
721,2012,other,,Day,0,0,2010
722,2012,swimming,Y,Day,1,0,2010
723,2012,surfing,N,Day,0,1,2010
724,2012,swimming,N,Day,0,1,2010
725,2012,surfing,N,Day,0,1,2010
726,2012,surfing,N,Day,0,1,2010
727,2012,swimming,N,Day,0,1,2010
728,2012,surfing,Y,Day,1,0,2010
730,2012,surfing,N,Day,0,1,2010
731,2012,surfing,N,Night,0,1,2010
732,2012,other,,Day,0,0,2010
734,2012,surfing,N,Day,0,1,2010
735,2012,surfing,N,Day,0,1,2010
736,2012,surfing,N,Day,0,1,2010
737,2012,surfing,N,Day,0,1,2010
738,2012,surfing,N,Day,0,1,2010
740,2012,surfing,N,Day,0,1,2010
741,2012,surfing,N,Day,0,1,2010
742,2012,swimming,N,Day,0,1,2010
743,2012,surfing,N,Day,0,1,2010
744,2012,surfing,N,Day,0,1,2010
745,2012,surfing,N,Night,0,1,2010
746,2012,surfing,N,Day,0,1,2010
747,2012,fishing,N,Day,0,1,2010
748,2012,surfing,N,Day,0,1,2010
750,2012,surfing,N,Day,0,1,2010
751,2012,swimming,Y,Day,1,0,2010
753,2012,fishing,N,Day,0,1,2010
754,2012,swimming,N,Day,0,1,2010
755,2012,surfing,N,Day,0,1,2010
757,2012,surfing,N,Night,0,1,2010
758,2012,surfing,N,Day,0,1,2010
759,2012,surfing,N,Day,0,1,2010
760,2012,surfing,N,Day,0,1,2010
761,2012,other,,Day,0,0,2010
762,2012,surfing,Y,Day,1,0,2010
765,2012,surfing,Y,Day,1,0,2010
766,2012,swimming,N,Day,0,1,2010
768,2012,swimming,,Day,0,0,2010
769,2012,surfing,N,Day,0,1,2010
770,2012,surfing,N,Day,0,1,2010
772,2012,swimming,N,Day,0,1,2010
773,2012,surfing,N,Day,0,1,2010
774,2012,standing,N,Day,0,1,2010
776,2012,swimming,N,Day,0,1,2010
777,2012,surfing,N,Night,0,1,2010
779,2012,standing,N,Day,0,1,2010
780,2012,fishing,N,Day,0,1,2010
781,2012,swimming,N,Day,0,1,2010
784,2012,swimming,N,Day,0,1,2010
785,2012,surfing,N,Day,0,1,2010
787,2012,surfing,N,Day,0,1,2010
789,2012,surfing,N,Day,0,1,2010
790,2012,standing,N,Day,0,1,2010
791,2012,fishing,N,Day,0,1,2010
792,2012,surfing,N,Day,0,1,2010
793,2012,fishing,N,Day,0,1,2010
795,2012,fishing,N,Day,0,1,2010
796,2012,swimming,N,Day,0,1,2010
797,2012,surfing,N,Night,0,1,2010
798,2012,surfing,N,Day,0,1,2010
799,2012,surfing,Y,Day,1,0,2010
801,2012,surfing,N,Day,0,1,2010
803,2012,swimming,Y,Day,1,0,2010
804,2012,surfing,N,Day,0,1,2010
805,2012,fishing,N,Night,0,1,2010
806,2012,surfing,N,Day,0,1,2010
807,2012,surfing,N,Day,0,1,2010
808,2012,surfing,N,Day,0,1,2010
809,2012,surfing,N,Day,0,1,2010
810,2012,surfing,N,Day,0,1,2010
811,2012,swimming,N,Day,0,1,2010
812,2012,surfing,N,Day,0,1,2010
813,2012,surfing,N,Day,0,1,2010
816,2012,surfing,N,Day,0,1,2010
817,2012,fishing,N,Day,0,1,2010
819,2012,surfing,N,Day,0,1,2010
820,2012,swimming,N,Day,0,1,2010
821,2012,swimming,N,Day,0,1,2010
824,2012,surfing,N,Day,0,1,2010
825,2012,swimming,Y,Day,1,0,2010
827,2012,surfing,N,Day,0,1,2010
828,2012,fishing,N,Day,0,1,2010
829,2011,other,N,Day,0,1,2010
830,2011,swimming,,Day,0,0,2010
831,2011,surfing,N,Day,0,1,2010
832,2011,surfing,N,Day,0,1,2010
834,2011,fishing,N,Night,0,1,2010
835,2011,surfing,N,Night,0,1,2010
838,2011,surfing,N,Day,0,1,2010
840,2011,surfing,N,Night,0,1,2010
841,2011,surfing,N,Day,0,1,2010
842,2011,swimming,N,Day,0,1,2010
846,2011,fishing,N,Day,0,1,2010
850,2011,swimming,Y,Day,1,0,2010
852,2011,swimming,N,Day,0,1,2010
855,2011,swimming,Y,Day,1,0,2010
