,year,activity,fatal,night_day,fy,fn,decade
2631,1990,surfing,Y,Day,1,0,1980
2632,1990,fishing,N,Day,0,1,1980
2636,1990,surfing,N,Day,0,1,1980
2637,1990,surfing,N,Day,0,1,1980
2638,1990,surfing,N,Night,0,1,1980
2642,1990,surfing,N,Night,0,1,1980
2644,1990,surfing,N,Day,0,1,1980
2645,1990,fishing,Y,Night,1,0,1980
2653,1989,fishing,Y,Day,1,0,1980
2654,1989,standing,,Day,0,0,1980
2657,1989,surfing,N,Day,0,1,1980
2658,1989,swimming,,Day,0,0,1980
2659,1989,surfing,N,Night,0,1,1980
2660,1989,swimming,,Day,0,0,1980
2662,1989,swimming,N,Day,0,1,1980
2663,1989,fishing,N,Day,0,1,1980
2665,1989,swimming,N,Day,0,1,1980
2668,1989,fishing,N,Day,0,1,1980
2670,1989,surfing,N,Day,0,1,1980
2671,1989,surfing,N,Night,0,1,1980
2675,1989,surfing,N,Day,0,1,1980
2676,1989,surfing,Y,Day,1,0,1980
2677,1989,surfing,N,Day,0,1,1980
2681,1989,surfing,N,Day,0,1,1980
2682,1989,surfing,N,Day,0,1,1980
2683,1989,swimming,N,Day,0,1,1980
2686,1989,surfing,N,Day,0,1,1980
2687,1989,other,N,Day,0,1,1980
2690,1989,surfing,Y,Day,1,0,1980
2693,1989,surfing,N,Day,0,1,1980
2694,1989,surfing,Y,Day,1,0,1980
2695,1989,surfing,,Day,0,0,1980
2696,1989,surfing,Y,Day,1,0,1980
2698,1989,other,N,Day,0,1,1980
2700,1989,surfing,N,Day,0,1,1980
2704,1988,other,Y,Day,1,0,1980
2705,1988,other,Y,Night,1,0,1980
2707,1988,surfing,N,Day,0,1,1980
2711,1988,surfing,N,Day,0,1,1980
2712,1988,surfing,N,Day,0,1,1980
2714,1988,surfing,N,Day,0,1,1980
2715,1988,standing,N,Day,0,1,1980
2716,1988,swimming,Y,Day,1,0,1980
2720,1988,surfing,N,Day,0,1,1980
2724,1988,swimming,N,Day,0,1,1980
2725,1988,surfing,N,Day,0,1,1980
2728,1988,fishing,N,Day,0,1,1980
2730,1988,standing,N,Day,0,1,1980
2731,1988,swimming,N,Day,0,1,1980
2732,1988,surfing,N,Day,0,1,1980
2734,1988,surfing,N,Day,0,1,1980
2735,1988,surfing,N,Day,0,1,1980
2736,1988,other,Y,Day,1,0,1980
2738,1988,swimming,N,Day,0,1,1980
2745,1988,surfing,N,Day,0,1,1980
2746,1988,surfing,N,Day,0,1,1980
2748,1988,surfing,N,Day,0,1,1980
2749,1988,surfing,N,Night,0,1,1980
2752,1988,surfing,,Night,0,0,1980
2755,1988,other,N,Day,0,1,1980
2759,1987,surfing,N,Day,0,1,1980
2763,1987,surfing,N,Day,0,1,1980
2764,1987,surfing,,Day,0,0,1980
2765,1987,fishing,N,Day,0,1,1980
2768,1987,surfing,N,Day,0,1,1980
2769,1987,standing,N,Day,0,1,1980
2770,1987,surfing,N,Night,0,1,1980
2771,1987,surfing,N,Day,0,1,1980
2772,1987,surfing,N,Day,0,1,1980
2773,1987,standing,N,Day,0,1,1980
2775,1987,swimming,N,Day,0,1,1980
2777,1987,fishing,N,Day,0,1,1980
2782,1987,swimming,N,Day,0,1,1980
2784,1987,swimming,Y,Day,1,0,1980
2789,1987,fishing,N,Day,0,1,1980
2790,1987,swimming,N,Night,0,1,1980
2793,1986,fishing,N,Day,0,1,1980
2794,1986,surfing,Y,Day,1,0,1980
2795,1986,surfing,N,Day,0,1,1980
2797,1986,fishing,N,Day,0,1,1980
2800,1986,surfing,N,Day,0,1,1980
2801,1986,surfing,N,Day,0,1,1980
2804,1986,swimming,N,Day,0,1,1980
2805,1986,other,N,Day,0,1,1980
2812,1986,fishing,,Day,0,0,1980
2817,1986,fishing,N,Day,0,1,1980
2822,1986,surfing,N,Day,0,1,1980
2823,1986,other,N,Day,0,1,1980
2825,1986,surfing,N,Day,0,1,1980
2826,1986,surfing,N,Day,0,1,1980
2827,1986,swimming,N,Day,0,1,1980
2828,1986,fishing,N,Day,0,1,1980
2829,1986,surfing,N,Night,0,1,1980
2830,1986,surfing,N,Day,0,1,1980
2831,1986,surfing,N,Day,0,1,1980
2834,1985,fishing,N,Day,0,1,1980
2837,1985,surfing,N,Day,0,1,1980
2838,1985,swimming,N,Day,0,1,1980
2844,1985,swimming,N,Day,0,1,1980
2845,1985,swimming,,Day,0,0,1980
2847,1985,standing,,Day,0,0,1980
2848,1985,swimming,,Day,0,0,1980
2849,1985,standing,N,Day,0,1,1980
2850,1985,surfing,N,Day,0,1,1980
2853,1985,swimming,N,Day,0,1,1980
2857,1985,swimming,Y,Day,1,0,1980
2858,1985,surfing,N,Day,0,1,1980
2859,1985,surfing,N,Day,0,1,1980
2860,1985,swimming,N,Day,0,1,1980
2862,1985,surfing,N,Day,0,1,1980
2864,1985,fishing,N,Day,0,1,1980
2866,1985,fishing,N,Day,0,1,1980
2870,1984,other,Y,Day,1,0,1980
2873,1984,swimming,,Day,0,0,1980
2874,1984,surfing,N,Day,0,1,1980
2875,1984,standing,,Day,0,0,1980
2876,1984,surfing,N,Day,0,1,1980
2877,1984,surfing,N,Day,0,1,1980
2878,1984,surfing,N,Day,0,1,1980
2879,1984,surfing,N,Day,0,1,1980
2881,1984,surfing,N,Day,0,1,1980
2883,1984,standing,N,Day,0,1,1980
2884,1984,swimming,Y,Day,1,0,1980
2885,1984,fishing,N,Day,0,1,1980
2888,1984,swimming,N,Day,0,1,1980
2889,1984,swimming,N,Day,0,1,1980
2890,1984,fishing,,Day,0,0,1980
2891,1984,fishing,N,Day,0,1,1980
2893,1984,surfing,N,Day,0,1,1980
2894,1984,surfing,N,Day,0,1,1980
2896,1984,fishing,N,Day,0,1,1980
2898,1984,surfing,N,Day,0,1,1980
2901,1984,fishing,N,Night,0,1,1980
2902,1984,swimming,N,Day,0,1,1980
2905,1984,swimming,N,Day,0,1,1980
2909,1983,fishing,,Night,0,0,1980
2910,1983,surfing,N,Day,0,1,1980
2912,1983,swimming,N,Day,0,1,1980
2913,1983,swimming,N,Day,0,1,1980
2921,1983,surfing,N,Day,0,1,1980
2922,1983,fishing,N,Day,0,1,1980
2923,1983,swimming,N,Day,0,1,1980
2925,1983,swimming,N,Day,0,1,1980
2927,1983,swimming,Y,Night,1,0,1980
2928,1983,swimming,Y,Night,1,0,1980
2929,1983,other,N,Night,0,1,1980
2931,1983,surfing,N,Day,0,1,1980
2932,1983,fishing,N,Day,0,1,1980
2934,1983,swimming,N,Day,0,1,1980
2935,1983,fishing,Y,Day,1,0,1980
2936,1983,fishing,N,Day,0,1,1980
2937,1983,other,N,Day,0,1,1980
2939,1983,fishing,N,Day,0,1,1980
2940,1983,other,N,Night,0,1,1980
2942,1983,surfing,N,Day,0,1,1980
2944,1983,fishing,N,Day,0,1,1980
2945,1983,surfing,N,Day,0,1,1980
2947,1983,fishing,N,Day,0,1,1980
2948,1983,surfing,N,Day,0,1,1980
2951,1983,surfing,N,Day,0,1,1980
2954,1983,surfing,N,Day,0,1,1980
2955,1983,fishing,N,Day,0,1,1980
2960,1982,surfing,N,Day,0,1,1980
2961,1982,surfing,N,Day,0,1,1980
2962,1982,surfing,N,Day,0,1,1980
2963,1982,surfing,N,Day,0,1,1980
2964,1982,swimming,N,Day,0,1,1980
2965,1982,swimming,N,Day,0,1,1980
2968,1982,surfing,,Day,0,0,1980
2969,1982,swimming,N,Day,0,1,1980
2971,1982,surfing,,Day,0,0,1980
2972,1982,surfing,N,Day,0,1,1980
2973,1982,surfing,N,Day,0,1,1980
2974,1982,swimming,N,Day,0,1,1980
2976,1982,swimming,N,Day,0,1,1980
2978,1982,surfing,Y,Day,1,0,1980
2979,1982,swimming,N,Day,0,1,1980
2981,1982,other,N,Day,0,1,1980
2984,1982,surfing,N,Day,0,1,1980
2985,1982,surfing,Y,Day,1,0,1980
2992,1982,swimming,Y,Day,1,0,1980
2993,1982,swimming,N,Day,0,1,1980
2995,1982,swimming,N,Day,0,1,1980
2999,1981,surfing,Y,Night,1,0,1980
3002,1981,fishing,N,Day,0,1,1980
3005,1981,swimming,N,Day,0,1,1980
3009,1981,surfing,N,Day,0,1,1980
3012,1981,surfing,N,Day,0,1,1980
3013,1981,surfing,N,Day,0,1,1980
3018,1981,swimming,Y,Day,1,0,1980
3019,1981,surfing,N,Day,0,1,1980
3021,1981,surfing,N,Day,0,1,1980
3022,1981,fishing,N,Day,0,1,1980
3027,1981,swimming,Y,Day,1,0,1980
3028,1981,surfing,N,Day,0,1,1980
3031,1981,surfing,N,Day,0,1,1980
3034,1981,surfing,N,Day,0,1,1980
3035,1981,standing,N,Day,0,1,1980
3036,1981,surfing,N,Day,0,1,1980
3037,1981,fishing,N,Day,0,1,1980
3039,1981,swimming,N,Day,0,1,1980
3042,1981,surfing,N,Day,0,1,1980
3046,1981,surfing,N,Night,0,1,1980
3048,1980,surfing,N,Day,0,1,1970
3050,1980,fishing,N,Day,0,1,1970
3054,1980,surfing,N,Day,0,1,1970
3055,1980,surfing,N,Day,0,1,1970
3060,1980,surfing,N,Day,0,1,1970
3061,1980,standing,N,Day,0,1,1970
3065,1980,surfing,N,Day,0,1,1970
3067,1980,other,Y,Night,1,0,1970
3068,1980,surfing,N,Day,0,1,1970
3070,1980,swimming,N,Day,0,1,1970
3073,1980,surfing,N,Day,0,1,1970
3075,1980,fishing,N,Night,0,1,1970
3077,1980,swimming,N,Day,0,1,1970
3078,1980,swimming,Y,Day,1,0,1970
3081,1980,fishing,,Day,0,0,1970
3083,1979,swimming,N,Day,0,1,1970
3086,1979,surfing,N,Day,0,1,1970
3094,1979,swimming,N,Day,0,1,1970
3096,1979,fishing,N,Day,0,1,1970
3097,1979,swimming,Y,Day,1,0,1970
3100,1979,swimming,N,Day,0,1,1970
3101,1979,surfing,N,Day,0,1,1970
3102,1979,surfing,N,Day,0,1,1970
3103,1979,swimming,N,Day,0,1,1970
3106,1979,surfing,N,Day,0,1,1970
3109,1978,fishing,Y,Day,1,0,1970
3112,1978,fishing,,Night,0,0,1970
3113,1978,fishing,N,Day,0,1,1970
3114,1978,swimming,N,Day,0,1,1970
3116,1978,standing,N,Day,0,1,1970
3127,1978,fishing,N,Night,0,1,1970
3129,1978,surfing,N,Day,0,1,1970
3133,1977,swimming,N,Night,0,1,1970
3135,1977,surfing,N,Day,0,1,1970
3138,1977,fishing,N,Day,0,1,1970
3139,1977,surfing,N,Day,0,1,1970
3141,1977,fishing,N,Day,0,1,1970
3142,1977,surfing,N,Day,0,1,1970
3144,1977,fishing,N,Night,0,1,1970
3145,1977,fishing,N,Day,0,1,1970
3151,1977,swimming,N,Day,0,1,1970
3158,1977,swimming,Y,Day,1,0,1970
3160,1976,swimming,N,Day,0,1,1970
3161,1976,other,N,Day,0,1,1970
3163,1976,surfing,N,Day,0,1,1970
3167,1976,surfing,N,Day,0,1,1970
3168,1976,surfing,N,Day,0,1,1970
3174,1976,surfing,N,Day,0,1,1970
3176,1976,surfing,N,Day,0,1,1970
3177,1976,fishing,N,Day,0,1,1970
3181,1976,swimming,N,Night,0,1,1970
3187,1976,standing,N,Day,0,1,1970
3194,1976,fishing,N,Night,0,1,1970
3196,1976,fishing,Y,Day,1,0,1970
3199,1975,fishing,N,Day,0,1,1970
3202,1975,standing,N,Day,0,1,1970
3205,1975,fishing,,Day,0,0,1970
3209,1975,surfing,N,Day,0,1,1970
3210,1975,swimming,N,Day,0,1,1970
3211,1975,swimming,N,Day,0,1,1970
3214,1975,swimming,Y,Day,1,0,1970
3217,1975,surfing,N,Day,0,1,1970
3218,1975,swimming,N,Day,0,1,1970
3219,1975,swimming,N,Day,0,1,1970
3222,1975,swimming,N,Day,0,1,1970
3223,1975,standing,N,Day,0,1,1970
3227,1975,surfing,N,Day,0,1,1970
3231,1975,fishing,N,Day,0,1,1970
3238,1975,surfing,N,Day,0,1,1970
3240,1975,fishing,Y,Day,1,0,1970
3248,1974,standing,N,Day,0,1,1970
3249,1974,surfing,N,Night,0,1,1970
3250,1974,swimming,N,Day,0,1,1970
3251,1974,swimming,N,Day,0,1,1970
3252,1974,surfing,N,Day,0,1,1970
3255,1974,surfing,N,Day,0,1,1970
3260,1974,other,Y,Day,1,0,1970
3265,1974,swimming,N,Day,0,1,1970
3266,1974,surfing,N,Day,0,1,1970
3268,1974,fishing,N,Day,0,1,1970
3269,1974,standing,N,Day,0,1,1970
3271,1974,surfing,N,Day,0,1,1970
3272,1974,surfing,N,Day,0,1,1970
3274,1974,swimming,N,Day,0,1,1970
3277,1974,fishing,N,Night,0,1,1970
3280,1974,swimming,N,Day,0,1,1970
3285,1973,fishing,N,Day,0,1,1970
3286,1973,swimming,Y,Day,1,0,1970
3289,1973,swimming,Y,Day,1,0,1970
3291,1973,surfing,N,Day,0,1,1970
3294,1973,fishing,N,Day,0,1,1970
3296,1973,fishing,Y,Day,1,0,1970
3302,1973,standing,Y,Day,1,0,1970
3304,1973,fishing,Y,Day,1,0,1970
3305,1973,fishing,N,Day,0,1,1970
3311,1973,surfing,N,Day,0,1,1970
3312,1972,other,N,Day,0,1,1970
3313,1972,swimming,N,Day,0,1,1970
3314,1972,surfing,Y,Day,1,0,1970
3315,1972,swimming,N,Day,0,1,1970
3324,1972,surfing,N,Day,0,1,1970
3326,1972,surfing,N,Night,0,1,1970
3332,1972,surfing,N,Day,0,1,1970
3333,1972,swimming,N,Day,0,1,1970
3337,1972,swimming,Y,Day,1,0,1970
3340,1972,surfing,N,Day,0,1,1970
3343,1972,standing,N,Day,0,1,1970
3344,1972,standing,N,Day,0,1,1970
3348,1971,swimming,N,Day,0,1,1970
3350,1971,swimming,N,Night,0,1,1970
3352,1971,surfing,N,Day,0,1,1970
3353,1971,swimming,N,Night,0,1,1970
3354,1971,swimming,N,Day,0,1,1970
3356,1971,swimming,Y,Day,1,0,1970
3358,1971,fishing,N,Day,0,1,1970
3359,1971,standing,N,Day,0,1,1970
3361,1971,surfing,N,Day,0,1,1970
3364,1971,swimming,Y,Day,1,0,1970
3365,1971,surfing,Y,Day,1,0,1970
3369,1971,surfing,N,Day,0,1,1970
3370,1971,swimming,N,Day,0,1,1970
3374,1970,fishing,Y,Day,1,0,1960
3376,1970,fishing,N,Night,0,1,1960
3381,1970,swimming,N,Day,0,1,1960
3383,1970,swimming,N,Day,0,1,1960
3387,1970,other,,Day,0,0,1960
3388,1970,other,N,Night,0,1,1960
3390,1970,swimming,N,Day,0,1,1960
3391,1970,standing,Y,Day,1,0,1960
3394,1970,swimming,Y,Day,1,0,1960
3398,1970,standing,N,Day,0,1,1960
3412,1970,standing,N,Day,0,1,1960
3414,1970,swimming,Y,Day,1,0,1960
3415,1970,fishing,N,Day,0,1,1960
3416,1969,swimming,N,Day,0,1,1960
3419,1969,swimming,N,Day,0,1,1960
3420,1969,swimming,N,Day,0,1,1960
3421,1969,swimming,N,Day,0,1,1960
3423,1969,surfing,N,Day,0,1,1960
3424,1969,surfing,N,Day,0,1,1960
3427,1969,other,N,Day,0,1,1960
3428,1969,surfing,N,Day,0,1,1960
3430,1969,swimming,N,Day,0,1,1960
3431,1969,standing,N,Day,0,1,1960
3432,1969,fishing,N,Day,0,1,1960
3433,1969,swimming,N,Day,0,1,1960
3439,1969,surfing,N,Day,0,1,1960
3440,1969,fishing,N,Day,0,1,1960
3442,1969,swimming,N,Night,0,1,1960
3446,1968,other,N,Day,0,1,1960
3447,1968,surfing,N,Day,0,1,1960
3453,1968,other,N,Day,0,1,1960
3454,1968,other,N,Night,0,1,1960
3457,1968,surfing,,Day,0,0,1960
3458,1968,fishing,Y,Day,1,0,1960
3459,1968,swimming,N,Day,0,1,1960
3460,1968,standing,N,Day,0,1,1960
3462,1968,other,N,Day,0,1,1960
3463,1968,fishing,N,Day,0,1,1960
3464,1968,swimming,N,Day,0,1,1960
3465,1968,standing,N,Day,0,1,1960
3466,1968,fishing,N,Day,0,1,1960
3468,1968,other,,Day,0,0,1960
3470,1968,other,N,Day,0,1,1960
3474,1968,standing,,Day,0,0,1960
3475,1968,other,N,Day,0,1,1960
3478,1968,other,N,Day,0,1,1960
3479,1968,standing,N,Day,0,1,1960
3480,1968,surfing,N,Day,0,1,1960
3481,1968,other,,Night,0,0,1960
3482,1968,surfing,N,Day,0,1,1960
3483,1968,swimming,N,Day,0,1,1960
3485,1968,fishing,N,Day,0,1,1960
3488,1968,swimming,Y,Day,1,0,1960
3490,1968,swimming,,Day,0,0,1960
3491,1968,surfing,,Day,0,0,1960
3492,1967,surfing,N,Day,0,1,1960
3494,1967,other,N,Day,0,1,1960
3499,1967,swimming,N,Day,0,1,1960
3503,1967,standing,N,Day,0,1,1960
3508,1967,fishing,N,Day,0,1,1960
3511,1967,other,N,Day,0,1,1960
3512,1967,other,Y,Day,1,0,1960
3514,1967,fishing,Y,Day,1,0,1960
3515,1967,swimming,N,Day,0,1,1960
3517,1967,swimming,,Night,0,0,1960
3518,1967,fishing,N,Day,0,1,1960
3519,1967,swimming,N,Day,0,1,1960
3520,1967,other,N,Night,0,1,1960
3521,1967,swimming,N,Day,0,1,1960
3522,1967,fishing,Y,Day,1,0,1960
3523,1967,surfing,,Day,0,0,1960
3524,1967,fishing,N,Day,0,1,1960
3526,1967,other,N,Day,0,1,1960
3527,1967,other,N,Day,0,1,1960
3529,1967,swimming,N,Day,0,1,1960
3530,1967,fishing,N,Night,0,1,1960
3531,1967,fishing,N,Day,0,1,1960
3533,1967,other,Y,Day,1,0,1960
3535,1967,swimming,Y,Day,1,0,1960
3543,1966,standing,N,Day,0,1,1960
3547,1966,swimming,Y,Day,1,0,1960
3548,1966,swimming,Y,Day,1,0,1960
3549,1966,fishing,N,Day,0,1,1960
3553,1966,fishing,N,Day,0,1,1960
3558,1966,swimming,N,Day,0,1,1960
3559,1966,swimming,Y,Day,1,0,1960
3560,1966,swimming,Y,Day,1,0,1960
3562,1966,swimming,N,Day,0,1,1960
3564,1966,fishing,,Day,0,0,1960
3565,1966,standing,N,Day,0,1,1960
3567,1966,other,N,Day,0,1,1960
3568,1966,fishing,N,Day,0,1,1960
3571,1966,swimming,,Night,0,0,1960
3573,1966,other,N,Day,0,1,1960
3574,1966,fishing,N,Day,0,1,1960
3575,1966,swimming,N,Day,0,1,1960
3576,1966,fishing,N,Day,0,1,1960
3577,1966,other,Y,Night,1,0,1960
3578,1966,fishing,N,Night,0,1,1960
3579,1966,other,Y,Night,1,0,1960
3580,1966,fishing,,Day,0,0,1960
3582,1966,swimming,N,Day,0,1,1960
3586,1966,other,N,Day,0,1,1960
3587,1966,other,N,Day,0,1,1960
3589,1966,fishing,N,Day,0,1,1960
3592,1966,standing,N,Day,0,1,1960
3594,1966,surfing,N,Day,0,1,1960
3595,1966,surfing,Y,Day,1,0,1960
3596,1966,swimming,N,Day,0,1,1960
3597,1966,standing,,Day,0,0,1960
3599,1965,swimming,N,Day,0,1,1960
3600,1965,fishing,N,Day,0,1,1960
3602,1965,surfing,N,Night,0,1,1960
3603,1965,other,,Night,0,0,1960
3604,1965,surfing,N,Day,0,1,1960
3611,1965,fishing,N,Day,0,1,1960
3612,1965,other,N,Day,0,1,1960
3614,1965,swimming,N,Day,0,1,1960
3616,1965,swimming,Y,Day,1,0,1960
3620,1965,swimming,N,Day,0,1,1960
3622,1965,other,Y,Day,1,0,1960
3623,1965,swimming,Y,Day,1,0,1960
3628,1965,other,N,Day,0,1,1960
3629,1965,surfing,,Day,0,0,1960
3630,1965,fishing,N,Day,0,1,1960
3631,1965,standing,N,Day,0,1,1960
3632,1965,surfing,N,Night,0,1,1960
3633,1965,other,,Day,0,0,1960
3634,1965,swimming,N,Day,0,1,1960
3635,1965,other,N,Day,0,1,1960
3636,1965,swimming,N,Day,0,1,1960
3638,1965,surfing,N,Day,0,1,1960
3639,1965,surfing,N,Day,0,1,1960
3649,1964,swimming,N,Day,0,1,1960
3651,1964,fishing,N,Day,0,1,1960
3652,1964,swimming,N,Day,0,1,1960
3654,1964,swimming,N,Day,0,1,1960
3655,1964,swimming,Y,Day,1,0,1960
3657,1964,fishing,N,Day,0,1,1960
3659,1964,other,,Night,0,0,1960
3660,1964,surfing,N,Day,0,1,1960
3661,1964,fishing,,Day,0,0,1960
3662,1964,swimming,Y,Day,1,0,1960
3663,1964,swimming,N,Day,0,1,1960
3664,1964,swimming,N,Day,0,1,1960
3665,1964,swimming,N,Day,0,1,1960
3666,1964,fishing,,Day,0,0,1960
3667,1964,swimming,N,Day,0,1,1960
3668,1964,fishing,N,Day,0,1,1960
3671,1964,other,N,Day,0,1,1960
3679,1964,swimming,,Night,0,0,1960
3683,1964,swimming,,Day,0,0,1960
3685,1964,fishing,Y,Day,1,0,1960
3689,1964,other,Y,Night,1,0,1960
3690,1964,swimming,N,Day,0,1,1960
3694,1964,fishing,Y,Day,1,0,1960
3695,1964,swimming,N,Day,0,1,1960
3696,1964,fishing,N,Day,0,1,1960
3697,1964,surfing,N,Day,0,1,1960
3699,1964,swimming,Y,Night,1,0,1960
3700,1964,swimming,,Day,0,0,1960
3701,1964,other,N,Day,0,1,1960
3705,1964,surfing,N,Day,0,1,1960
3706,1964,standing,N,Day,0,1,1960
3707,1964,other,N,Day,0,1,1960
3709,1964,fishing,N,Day,0,1,1960
3711,1964,swimming,N,Day,0,1,1960
3713,1964,swimming,N,Day,0,1,1960
3714,1964,swimming,,Night,0,0,1960
3715,1963,standing,N,Day,0,1,1960
3716,1963,swimming,N,Day,0,1,1960
3717,1963,standing,N,Night,0,1,1960
3718,1963,swimming,Y,Day,1,0,1960
3720,1963,other,N,Day,0,1,1960
3722,1963,fishing,N,Day,0,1,1960
3723,1963,surfing,Y,Day,1,0,1960
3724,1963,fishing,N,Day,0,1,1960
3726,1963,other,N,Day,0,1,1960
3727,1963,fishing,N,Day,0,1,1960
3728,1963,fishing,N,Day,0,1,1960
3729,1963,fishing,N,Day,0,1,1960
3732,1963,other,N,Day,0,1,1960
3734,1963,fishing,N,Night,0,1,1960
3735,1963,fishing,N,Day,0,1,1960
3737,1963,fishing,Y,Day,1,0,1960
3739,1963,fishing,Y,Day,1,0,1960
3740,1963,surfing,N,Day,0,1,1960
3741,1963,fishing,N,Day,0,1,1960
3743,1963,fishing,N,Day,0,1,1960
3744,1963,swimming,N,Day,0,1,1960
3748,1963,swimming,Y,Day,1,0,1960
3749,1963,fishing,N,Day,0,1,1960
3753,1963,swimming,Y,Day,1,0,1960
3754,1963,swimming,N,Day,0,1,1960
3756,1963,surfing,N,Day,0,1,1960
3758,1963,other,Y,Night,1,0,1960
3759,1963,swimming,N,Day,0,1,1960
3760,1963,fishing,N,Day,0,1,1960
3761,1963,fishing,N,Day,0,1,1960
3765,1963,standing,Y,Day,1,0,1960
3766,1963,swimming,,Day,0,0,1960
3768,1963,fishing,N,Day,0,1,1960
3770,1963,fishing,N,Day,0,1,1960
3771,1963,fishing,N,Day,0,1,1960
3776,1962,swimming,N,Day,0,1,1960
3777,1962,fishing,Y,Day,1,0,1960
3781,1962,fishing,N,Day,0,1,1960
3783,1962,other,N,Night,0,1,1960
3784,1962,fishing,N,Day,0,1,1960
3785,1962,standing,Y,Day,1,0,1960
3790,1962,fishing,N,Day,0,1,1960
3791,1962,swimming,N,Day,0,1,1960
3793,1962,fishing,Y,Day,1,0,1960
3796,1962,fishing,N,Day,0,1,1960
3797,1962,swimming,N,Day,0,1,1960
3799,1962,fishing,N,Day,0,1,1960
3800,1962,fishing,Y,Day,1,0,1960
3801,1962,standing,N,Day,0,1,1960
3802,1962,fishing,Y,Day,1,0,1960
3806,1962,other,N,Day,0,1,1960
3807,1962,fishing,N,Day,0,1,1960
3808,1962,surfing,N,Day,0,1,1960
3809,1962,swimming,N,Day,0,1,1960
3812,1962,fishing,N,Night,0,1,1960
3813,1962,other,N,Day,0,1,1960
3814,1962,other,N,Night,0,1,1960
3815,1962,other,Y,Night,1,0,1960
3817,1962,standing,Y,Day,1,0,1960
3818,1962,standing,N,Day,0,1,1960
3819,1962,fishing,N,Night,0,1,1960
3820,1962,swimming,N,Day,0,1,1960
3821,1962,swimming,N,Day,0,1,1960
3823,1962,other,Y,Night,1,0,1960
3826,1962,swimming,N,Day,0,1,1960
3827,1962,standing,N,Day,0,1,1960
3831,1962,swimming,Y,Day,1,0,1960
3835,1962,swimming,Y,Day,1,0,1960
3836,1962,other,Y,Day,1,0,1960
3837,1962,swimming,N,Day,0,1,1960
3840,1962,standing,N,Day,0,1,1960
3843,1962,fishing,,Day,0,0,1960
3845,1962,fishing,N,Day,0,1,1960
3846,1962,fishing,N,Day,0,1,1960
3848,1962,surfing,N,Day,0,1,1960
3850,1962,fishing,N,Day,0,1,1960
3851,1962,fishing,N,Day,0,1,1960
3858,1962,fishing,N,Day,0,1,1960
3862,1961,standing,Y,Day,1,0,1960
3863,1961,standing,N,Day,0,1,1960
3864,1961,other,N,Day,0,1,1960
3865,1961,fishing,N,Night,0,1,1960
3867,1961,swimming,N,Day,0,1,1960
3868,1961,surfing,Y,Night,1,0,1960
3869,1961,swimming,N,Day,0,1,1960
3875,1961,other,N,Day,0,1,1960
3876,1961,swimming,Y,Day,1,0,1960
3877,1961,fishing,N,Night,0,1,1960
3878,1961,surfing,N,Night,0,1,1960
3879,1961,swimming,N,Day,0,1,1960
3882,1961,swimming,N,Day,0,1,1960
