,year,activity,fatal,night_day,fy,fn,decade
3883,1961,standing,N,Day,0,1,1960
3884,1961,fishing,N,Day,0,1,1960
3885,1961,fishing,N,Day,0,1,1960
3887,1961,fishing,N,Day,0,1,1960
3890,1961,fishing,N,Day,0,1,1960
3892,1961,fishing,Y,Day,1,0,1960
3893,1961,standing,N,Day,0,1,1960
3897,1961,swimming,N,Day,0,1,1960
3899,1961,standing,N,Day,0,1,1960
3901,1961,standing,,Day,0,0,1960
3902,1961,fishing,N,Day,0,1,1960
3903,1961,swimming,N,Day,0,1,1960
3907,1961,fishing,N,Night,0,1,1960
3908,1961,swimming,Y,Day,1,0,1960
3913,1961,swimming,N,Day,0,1,1960
3915,1961,fishing,N,Day,0,1,1960
3916,1961,swimming,N,Day,0,1,1960
3918,1961,swimming,N,Day,0,1,1960
3920,1961,standing,N,Day,0,1,1960
3922,1961,fishing,N,Day,0,1,1960
3923,1961,swimming,Y,Day,1,0,1960
3927,1961,swimming,N,Day,0,1,1960
3928,1961,other,N,Day,0,1,1960
3929,1961,standing,N,Day,0,1,1960
3932,1961,swimming,N,Day,0,1,1960
3933,1961,standing,N,Day,0,1,1960
3943,1960,swimming,Y,Day,1,0,1950bef
3944,1960,fishing,N,Day,0,1,1950bef
3946,1960,swimming,N,Day,0,1,1950bef
3948,1960,surfing,N,Day,0,1,1950bef
3953,1960,other,N,Day,0,1,1950bef
3960,1960,swimming,,Day,0,0,1950bef
3964,1960,fishing,,Day,0,0,1950bef
3965,1960,fishing,,Day,0,0,1950bef
3966,1960,swimming,N,Day,0,1,1950bef
3969,1960,swimming,N,Day,0,1,1950bef
3972,1960,standing,N,Day,0,1,1950bef
3974,1960,other,N,Day,0,1,1950bef
3980,1960,fishing,N,Day,0,1,1950bef
3982,1960,fishing,N,Day,0,1,1950bef
3985,1960,swimming,N,Day,0,1,1950bef
3987,1960,surfing,Y,Day,1,0,1950bef
3988,1960,swimming,N,Day,0,1,1950bef
3989,1960,fishing,N,Day,0,1,1950bef
3990,1960,surfing,N,Day,0,1,1950bef
3991,1960,swimming,N,Day,0,1,1950bef
3994,1960,other,N,Day,0,1,1950bef
3995,1960,surfing,N,Day,0,1,1950bef
3998,1960,swimming,,Day,0,0,1950bef
3999,1960,surfing,N,Day,0,1,1950bef
4002,1960,fishing,N,Day,0,1,1950bef
4007,1960,other,N,Day,0,1,1950bef
4008,1960,fishing,N,Day,0,1,1950bef
4009,1960,fishing,N,Night,0,1,1950bef
4011,1960,fishing,,Day,0,0,1950bef
4016,1960,other,,Night,0,0,1950bef
4020,1960,swimming,Y,Day,1,0,1950bef
4022,1960,fishing,N,Day,0,1,1950bef
4024,1960,swimming,N,Day,0,1,1950bef
4033,1960,standing,N,Day,0,1,1950bef
4034,1959,surfing,N,Day,0,1,1950bef
4035,1959,fishing,N,Night,0,1,1950bef
4037,1959,swimming,Y,Night,1,0,1950bef
4038,1959,other,Y,Day,1,0,1950bef
4041,1959,fishing,N,Day,0,1,1950bef
4043,1959,surfing,N,Day,0,1,1950bef
4044,1959,standing,N,Night,0,1,1950bef
4045,1959,surfing,N,Day,0,1,1950bef
4046,1959,surfing,,Night,0,0,1950bef
4049,1959,surfing,N,Day,0,1,1950bef
4054,1959,swimming,N,Day,0,1,1950bef
4056,1959,fishing,N,Day,0,1,1950bef
4059,1959,other,N,Day,0,1,1950bef
4061,1959,other,N,Day,0,1,1950bef
4068,1959,surfing,,Night,0,0,1950bef
4072,1959,fishing,Y,Day,1,0,1950bef
4075,1959,swimming,Y,Day,1,0,1950bef
4076,1959,standing,N,Day,0,1,1950bef
4079,1959,other,N,Day,0,1,1950bef
4080,1959,fishing,N,Day,0,1,1950bef
4081,1959,other,Y,Day,1,0,1950bef
4091,1959,swimming,Y,Day,1,0,1950bef
4095,1959,other,Y,Day,1,0,1950bef
4096,1959,fishing,N,Day,0,1,1950bef
4103,1959,swimming,N,Day,0,1,1950bef
4109,1959,swimming,Y,Day,1,0,1950bef
4110,1959,other,N,Day,0,1,1950bef
4111,1959,other,N,Night,0,1,1950bef
4114,1959,other,Y,Day,1,0,1950bef
4115,1959,surfing,N,Day,0,1,1950bef
4116,1959,swimming,N,Day,0,1,1950bef
4118,1959,fishing,Y,Day,1,0,1950bef
4130,1958,surfing,Y,Day,1,0,1950bef
4131,1958,other,Y,Day,1,0,1950bef
4132,1958,swimming,Y,Day,1,0,1950bef
4140,1958,other,Y,Day,1,0,1950bef
4141,1958,fishing,N,Day,0,1,1950bef
4143,1958,other,N,Night,0,1,1950bef
4144,1958,swimming,N,Day,0,1,1950bef
4146,1958,swimming,N,Day,0,1,1950bef
4150,1958,other,Y,Day,1,0,1950bef
4151,1958,other,N,Day,0,1,1950bef
4152,1958,swimming,N,Day,0,1,1950bef
4154,1958,fishing,N,Day,0,1,1950bef
4156,1958,standing,N,Day,0,1,1950bef
4157,1958,standing,N,Day,0,1,1950bef
4162,1958,swimming,N,Day,0,1,1950bef
4163,1958,surfing,Y,Day,1,0,1950bef
4164,1958,swimming,Y,Day,1,0,1950bef
4166,1958,fishing,,Day,0,0,1950bef
4169,1958,surfing,N,Day,0,1,1950bef
4171,1958,swimming,Y,Night,1,0,1950bef
4182,1957,standing,N,Day,0,1,1950bef
4183,1957,swimming,N,Day,0,1,1950bef
4184,1957,swimming,Y,Day,1,0,1950bef
4185,1957,standing,Y,Day,1,0,1950bef
4186,1957,surfing,N,Day,0,1,1950bef
4189,1957,other,Y,Day,1,0,1950bef
4190,1957,other,Y,Day,1,0,1950bef
4194,1957,swimming,Y,Day,1,0,1950bef
4197,1957,fishing,N,Day,0,1,1950bef
4200,1957,swimming,Y,Day,1,0,1950bef
4202,1957,standing,N,Day,0,1,1950bef
4203,1957,swimming,N,Day,0,1,1950bef
4207,1957,swimming,N,Day,0,1,1950bef
4222,1956,fishing,Y,Day,1,0,1950bef
4223,1956,fishing,Y,Day,1,0,1950bef
4228,1956,fishing,N,Day,0,1,1950bef
4238,1956,swimming,N,Day,0,1,1950bef
4239,1956,fishing,N,Day,0,1,1950bef
4245,1956,swimming,Y,Day,1,0,1950bef
4248,1956,standing,N,Day,0,1,1950bef
4249,1956,swimming,N,Day,0,1,1950bef
4258,1956,surfing,Y,Day,1,0,1950bef
4260,1956,swimming,Y,Day,1,0,1950bef
4275,1955,swimming,N,Day,0,1,1950bef
4280,1955,fishing,N,Day,0,1,1950bef
4288,1955,other,N,Day,0,1,1950bef
4290,1955,other,Y,Day,1,0,1950bef
4295,1955,fishing,N,Day,0,1,1950bef
4299,1955,surfing,Y,Day,1,0,1950bef
4301,1955,standing,N,Day,0,1,1950bef
4303,1955,fishing,N,Day,0,1,1950bef
4304,1955,swimming,Y,Day,1,0,1950bef
4308,1955,fishing,Y,Day,1,0,1950bef
4309,1955,other,Y,Day,1,0,1950bef
4312,1955,standing,Y,Day,1,0,1950bef
4317,1954,swimming,Y,Day,1,0,1950bef
4318,1954,swimming,Y,Day,1,0,1950bef
4319,1954,swimming,N,Day,0,1,1950bef
4320,1954,fishing,N,Day,0,1,1950bef
4333,1954,fishing,,Night,0,0,1950bef
4334,1954,swimming,Y,Night,1,0,1950bef
4340,1954,swimming,N,Day,0,1,1950bef
4346,1954,swimming,Y,Day,1,0,1950bef
4349,1954,swimming,N,Day,0,1,1950bef
4350,1954,other,N,Day,0,1,1950bef
4358,1953,swimming,N,Day,0,1,1950bef
4360,1953,swimming,N,Day,0,1,1950bef
4368,1953,swimming,,Day,0,0,1950bef
4370,1953,fishing,Y,Day,1,0,1950bef
4375,1953,surfing,N,Day,0,1,1950bef
4379,1953,swimming,N,Day,0,1,1950bef
4387,1953,fishing,N,Day,0,1,1950bef
4390,1953,fishing,N,Day,0,1,1950bef
4395,1952,fishing,N,Night,0,1,1950bef
4399,1952,surfing,Y,Day,1,0,1950bef
4403,1952,fishing,Y,Night,1,0,1950bef
4409,1952,fishing,N,Day,0,1,1950bef
4410,1952,surfing,N,Day,0,1,1950bef
4413,1952,fishing,N,Day,0,1,1950bef
4426,1951,other,Y,Day,1,0,1950bef
4427,1951,swimming,N,Day,0,1,1950bef
4429,1951,other,N,Day,0,1,1950bef
4431,1951,swimming,Y,Day,1,0,1950bef
4434,1951,fishing,N,Night,0,1,1950bef
4441,1951,surfing,N,Day,0,1,1950bef
4443,1951,fishing,N,Day,0,1,1950bef
4444,1951,swimming,N,Day,0,1,1950bef
4446,1951,surfing,N,Day,0,1,1950bef
4448,1951,surfing,N,Day,0,1,1950bef
4449,1951,surfing,N,Day,0,1,1950bef
4452,1951,swimming,Y,Day,1,0,1950bef
4457,1950,other,Y,Day,1,0,1950bef
4459,1950,surfing,N,Day,0,1,1950bef
4461,1950,surfing,N,Day,0,1,1950bef
4462,1950,fishing,N,Night,0,1,1950bef
4463,1950,fishing,N,Day,0,1,1950bef
4464,1950,swimming,N,Night,0,1,1950bef
4468,1950,other,N,Day,0,1,1950bef
4473,1950,other,Y,Day,1,0,1950bef
4474,1950,other,N,Day,0,1,1950bef
4478,1950,standing,N,Day,0,1,1950bef
4479,1950,other,Y,Day,1,0,1950bef
4482,1950,surfing,Y,Day,1,0,1950bef
4483,1950,fishing,,Night,0,0,1950bef
4489,1950,other,Y,Day,1,0,1950bef
4492,1950,swimming,N,Day,0,1,1950bef
4500,1949,swimming,N,Day,0,1,1950bef
4502,1949,swimming,N,Day,0,1,1950bef
4503,1949,swimming,Y,Day,1,0,1950bef
4505,1949,swimming,N,Day,0,1,1950bef
4509,1949,swimming,N,Day,0,1,1950bef
4515,1949,swimming,Y,Day,1,0,1950bef
4518,1949,other,Y,Day,1,0,1950bef
4519,1949,surfing,,Day,0,0,1950bef
4530,1948,other,Y,Day,1,0,1950bef
4534,1948,surfing,Y,Night,1,0,1950bef
4536,1948,swimming,Y,Day,1,0,1950bef
4555,1948,other,N,Day,0,1,1950bef
4561,1947,fishing,Y,Day,1,0,1950bef
4563,1947,fishing,N,Night,0,1,1950bef
4565,1947,swimming,Y,Day,1,0,1950bef
4566,1947,swimming,N,Day,0,1,1950bef
4573,1947,swimming,N,Day,0,1,1950bef
4575,1947,fishing,N,Day,0,1,1950bef
4578,1947,other,N,Day,0,1,1950bef
4579,1947,surfing,N,Day,0,1,1950bef
4581,1947,other,N,Day,0,1,1950bef
4582,1947,standing,N,Day,0,1,1950bef
4583,1947,other,N,Day,0,1,1950bef
4588,1947,other,N,Day,0,1,1950bef
4595,1946,swimming,Y,Day,1,0,1950bef
4600,1946,swimming,Y,Day,1,0,1950bef
4602,1946,fishing,N,Day,0,1,1950bef
4603,1946,other,N,Day,0,1,1950bef
4604,1946,standing,N,Day,0,1,1950bef
4605,1946,swimming,N,Day,0,1,1950bef
4606,1946,other,N,Day,0,1,1950bef
4607,1946,swimming,N,Day,0,1,1950bef
4609,1946,swimming,N,Day,0,1,1950bef
4615,1945,swimming,Y,Night,1,0,1950bef
4622,1945,other,Y,Night,1,0,1950bef
4623,1945,swimming,Y,Day,1,0,1950bef
4625,1945,standing,N,Day,0,1,1950bef
4630,1945,swimming,N,Day,0,1,1950bef
4639,1944,surfing,Y,Day,1,0,1950bef
4643,1944,swimming,Y,Day,1,0,1950bef
4644,1944,swimming,Y,Day,1,0,1950bef
4650,1944,other,N,Day,0,1,1950bef
4651,1944,standing,Y,Day,1,0,1950bef
4652,1944,other,N,Day,0,1,1950bef
4653,1944,other,N,Day,0,1,1950bef
4655,1944,surfing,Y,Day,1,0,1950bef
4657,1944,surfing,N,Day,0,1,1950bef
4658,1944,swimming,Y,Day,1,0,1950bef
4662,1943,other,Y,Day,1,0,1950bef
4667,1943,surfing,Y,Day,1,0,1950bef
4671,1943,swimming,,Day,0,0,1950bef
4676,1943,other,Y,Night,1,0,1950bef
4679,1943,swimming,Y,Day,1,0,1950bef
4681,1943,other,Y,Day,1,0,1950bef
4690,1942,surfing,Y,Day,1,0,1950bef
4691,1942,other,Y,Day,1,0,1950bef
4696,1942,other,Y,Day,1,0,1950bef
4698,1942,swimming,Y,Day,1,0,1950bef
4704,1942,other,N,Day,0,1,1950bef
4715,1942,other,Y,Night,1,0,1950bef
4718,1942,swimming,Y,Day,1,0,1950bef
4725,1942,swimming,N,Day,0,1,1950bef
4732,1941,swimming,N,Night,0,1,1950bef
4737,1941,other,Y,Night,1,0,1950bef
4741,1941,fishing,N,Day,0,1,1950bef
4743,1941,fishing,N,Day,0,1,1950bef
4744,1941,other,Y,Day,1,0,1950bef
4746,1941,fishing,N,Night,0,1,1950bef
4748,1941,other,N,Night,0,1,1950bef
4749,1941,other,N,Day,0,1,1950bef
4752,1941,standing,Y,Day,1,0,1950bef
4758,1940,standing,Y,Day,1,0,1950bef
4759,1940,swimming,Y,Day,1,0,1950bef
4766,1940,other,Y,Day,1,0,1950bef
4768,1940,swimming,Y,Day,1,0,1950bef
4769,1940,other,N,Day,0,1,1950bef
4770,1940,standing,Y,Day,1,0,1950bef
4772,1940,swimming,Y,Day,1,0,1950bef
4773,1940,swimming,N,Day,0,1,1950bef
4774,1940,swimming,Y,Day,1,0,1950bef
4783,1939,swimming,Y,Day,1,0,1950bef
4794,1939,swimming,N,Day,0,1,1950bef
4795,1939,other,N,Day,0,1,1950bef
4808,1938,fishing,N,Day,0,1,1950bef
4818,1938,swimming,N,Day,0,1,1950bef
4824,1938,swimming,,Day,0,0,1950bef
4834,1937,swimming,Y,Day,1,0,1950bef
4842,1937,swimming,N,Day,0,1,1950bef
4849,1937,swimming,Y,Night,1,0,1950bef
4851,1937,swimming,Y,Night,1,0,1950bef
4854,1937,swimming,Y,Day,1,0,1950bef
4856,1937,fishing,N,Night,0,1,1950bef
4858,1937,other,,Night,0,0,1950bef
4864,1936,swimming,Y,Day,1,0,1950bef
4874,1936,swimming,Y,Day,1,0,1950bef
4875,1936,fishing,N,Day,0,1,1950bef
4880,1936,swimming,N,Day,0,1,1950bef
4888,1936,swimming,Y,Day,1,0,1950bef
4889,1936,swimming,Y,Day,1,0,1950bef
4895,1935,swimming,Y,Day,1,0,1950bef
4897,1935,surfing,Y,Night,1,0,1950bef
4903,1935,swimming,Y,Day,1,0,1950bef
4913,1935,swimming,N,Day,0,1,1950bef
4918,1935,swimming,Y,Day,1,0,1950bef
4919,1935,standing,Y,Day,1,0,1950bef
4920,1935,surfing,N,Day,0,1,1950bef
4925,1934,standing,N,Day,0,1,1950bef
4926,1934,swimming,Y,Day,1,0,1950bef
4927,1934,swimming,Y,Day,1,0,1950bef
4928,1934,swimming,N,Day,0,1,1950bef
4930,1934,fishing,N,Night,0,1,1950bef
4939,1934,fishing,N,Night,0,1,1950bef
4941,1934,surfing,N,Day,0,1,1950bef
4942,1934,swimming,Y,Day,1,0,1950bef
4943,1934,swimming,N,Day,0,1,1950bef
4944,1934,swimming,Y,Day,1,0,1950bef
4945,1934,swimming,Y,Day,1,0,1950bef
4947,1934,standing,N,Day,0,1,1950bef
4951,1934,swimming,N,Day,0,1,1950bef
4973,1933,swimming,Y,Day,1,0,1950bef
4977,1932,swimming,N,Day,0,1,1950bef
4997,1932,swimming,N,Day,0,1,1950bef
5000,1932,fishing,N,Night,0,1,1950bef
5002,1931,swimming,Y,Day,1,0,1950bef
5024,1931,swimming,,Night,0,0,1950bef
5027,1931,swimming,N,Day,0,1,1950bef
5030,1930,swimming,N,Day,0,1,1950bef
5037,1930,fishing,N,Day,0,1,1950bef
5039,1930,swimming,N,Night,0,1,1950bef
5040,1930,swimming,N,Night,0,1,1950bef
5043,1930,swimming,N,Day,0,1,1950bef
5049,1930,swimming,Y,Day,1,0,1950bef
5052,1930,swimming,N,Day,0,1,1950bef
5074,1929,standing,N,Day,0,1,1950bef
5077,1929,swimming,N,Day,0,1,1950bef
5081,1929,surfing,Y,Day,1,0,1950bef
5083,1929,swimming,Y,Day,1,0,1950bef
5084,1929,swimming,Y,Day,1,0,1950bef
5086,1929,surfing,Y,Day,1,0,1950bef
5098,1928,swimming,Y,Day,1,0,1950bef
5104,1928,other,,Day,0,0,1950bef
5106,1928,other,N,Day,0,1,1950bef
5107,1928,swimming,Y,Night,1,0,1950bef
5108,1928,swimming,N,Day,0,1,1950bef
5109,1928,standing,Y,Day,1,0,1950bef
5115,1928,swimming,,Night,0,0,1950bef
5116,1928,surfing,,Night,0,0,1950bef
5118,1928,surfing,N,Day,0,1,1950bef
5119,1928,standing,N,Day,0,1,1950bef
5120,1927,swimming,Y,Day,1,0,1950bef
5122,1927,other,Y,Day,1,0,1950bef
5130,1927,surfing,N,Day,0,1,1950bef
5134,1927,surfing,N,Day,0,1,1950bef
5136,1927,swimming,Y,Day,1,0,1950bef
5142,1926,swimming,N,Day,0,1,1950bef
5143,1926,other,N,Night,0,1,1950bef
5146,1926,swimming,Y,Day,1,0,1950bef
5151,1926,surfing,N,Night,0,1,1950bef
5152,1926,swimming,N,Day,0,1,1950bef
5153,1926,swimming,Y,Day,1,0,1950bef
5160,1925,swimming,Y,Day,1,0,1950bef
5164,1925,fishing,N,Day,0,1,1950bef
5168,1925,swimming,N,Day,0,1,1950bef
5169,1925,swimming,Y,Day,1,0,1950bef
5175,1924,other,N,Night,0,1,1950bef
5176,1924,swimming,Y,Day,1,0,1950bef
5182,1924,other,N,Night,0,1,1950bef
5183,1924,fishing,Y,Day,1,0,1950bef
5188,1924,swimming,N,Day,0,1,1950bef
5189,1924,swimming,,Day,0,0,1950bef
5190,1924,swimming,Y,Day,1,0,1950bef
5191,1924,swimming,N,Day,0,1,1950bef
5192,1924,swimming,Y,Day,1,0,1950bef
5200,1923,fishing,N,Night,0,1,1950bef
5205,1923,swimming,Y,Day,1,0,1950bef
5216,1922,swimming,Y,Day,1,0,1950bef
5224,1922,swimming,Y,Day,1,0,1950bef
5229,1922,swimming,Y,Day,1,0,1950bef
5231,1922,swimming,Y,Day,1,0,1950bef
5233,1922,swimming,Y,Day,1,0,1950bef
5234,1922,standing,N,Day,0,1,1950bef
5235,1922,surfing,Y,Night,1,0,1950bef
5237,1921,other,Y,Day,1,0,1950bef
5238,1921,standing,N,Day,0,1,1950bef
5241,1921,swimming,Y,Day,1,0,1950bef
5244,1921,swimming,Y,Day,1,0,1950bef
5248,1921,fishing,Y,Day,1,0,1950bef
5253,1920,swimming,N,Day,0,1,1950bef
5257,1920,swimming,N,Day,0,1,1950bef
5259,1920,swimming,Y,Day,1,0,1950bef
5264,1919,swimming,Y,Night,1,0,1950bef
5267,1919,swimming,N,Day,0,1,1950bef
5268,1919,swimming,N,Day,0,1,1950bef
5271,1919,swimming,N,Day,0,1,1950bef
5272,1919,swimming,N,Day,0,1,1950bef
5273,1919,standing,Y,Night,1,0,1950bef
5274,1919,standing,Y,Day,1,0,1950bef
5280,1918,surfing,N,Day,0,1,1950bef
5282,1917,swimming,N,Night,0,1,1950bef
5283,1917,other,Y,Night,1,0,1950bef
5287,1917,swimming,Y,Day,1,0,1950bef
5288,1917,other,Y,Day,1,0,1950bef
5290,1917,swimming,Y,Day,1,0,1950bef
5294,1916,other,Y,Day,1,0,1950bef
5295,1916,swimming,N,Day,0,1,1950bef
5297,1916,swimming,Y,Night,1,0,1950bef
5298,1916,swimming,Y,Night,1,0,1950bef
5302,1916,swimming,,Day,0,0,1950bef
5310,1916,swimming,Y,Day,1,0,1950bef
5311,1916,swimming,Y,Day,1,0,1950bef
5317,1916,swimming,N,Day,0,1,1950bef
5337,1914,fishing,N,Night,0,1,1950bef
5338,1914,swimming,Y,Day,1,0,1950bef
5340,1914,fishing,N,Day,0,1,1950bef
5368,1912,swimming,N,Day,0,1,1950bef
5373,1912,swimming,N,Day,0,1,1950bef
5375,1912,swimming,Y,Day,1,0,1950bef
5378,1912,swimming,Y,Day,1,0,1950bef
5382,1911,swimming,N,Night,0,1,1950bef
5383,1911,surfing,Y,Day,1,0,1950bef
5388,1911,swimming,Y,Night,1,0,1950bef
5404,1910,swimming,N,Night,0,1,1950bef
5406,1910,surfing,N,Night,0,1,1950bef
5416,1909,fishing,N,Day,0,1,1950bef
5445,1907,swimming,N,Day,0,1,1950bef
5447,1907,fishing,N,Day,0,1,1950bef
5461,1907,swimming,Y,Day,1,0,1950bef
5483,1906,swimming,Y,Day,1,0,1950bef
5484,1906,standing,Y,Day,1,0,1950bef
5485,1905,swimming,Y,Day,1,0,1950bef
5492,1905,standing,Y,Day,1,0,1950bef
5497,1905,swimming,Y,Day,1,0,1950bef
5498,1905,swimming,N,Day,0,1,1950bef
5527,1902,swimming,Y,Day,1,0,1950bef
5528,1902,swimming,Y,Day,1,0,1950bef
5541,1902,swimming,N,Day,0,1,1950bef
5545,1901,swimming,Y,Day,1,0,1950bef
5548,1901,swimming,N,Day,0,1,1950bef
5556,1900,swimming,N,Day,0,1,1950bef
5557,1900,swimming,N,Day,0,1,1950bef
5561,1900,standing,N,Day,0,1,1950bef
5563,1900,swimming,N,Day,0,1,1950bef
5564,1899,other,N,Day,0,1,1950bef
5566,1899,fishing,N,Day,0,1,1950bef
5572,1899,swimming,N,Day,0,1,1950bef
5573,1899,swimming,N,Day,0,1,1950bef
5574,1899,swimming,N,Day,0,1,1950bef
5589,1898,swimming,N,Day,0,1,1950bef
5591,1898,swimming,Y,Day,1,0,1950bef
5596,1898,swimming,Y,Night,1,0,1950bef
5608,1897,fishing,N,Day,0,1,1950bef
5610,1897,fishing,Y,Day,1,0,1950bef
5616,1896,fishing,N,Night,0,1,1950bef
5622,1896,fishing,Y,Day,1,0,1950bef
5624,1896,swimming,Y,Day,1,0,1950bef
5630,1895,other,,Night,0,0,1950bef
5633,1895,swimming,Y,Night,1,0,1950bef
5640,1895,other,Y,Day,1,0,1950bef
5641,1895,swimming,N,Day,0,1,1950bef
5648,1894,swimming,N,Day,0,1,1950bef
5668,1893,other,Y,Day,1,0,1950bef
5671,1893,swimming,,Day,0,0,1950bef
5684,1892,fishing,N,Night,0,1,1950bef
5693,1891,other,Y,Night,1,0,1950bef
5694,1891,other,Y,Night,1,0,1950bef
5711,1890,swimming,Y,Day,1,0,1950bef
5717,1889,fishing,N,Night,0,1,1950bef
5722,1888,swimming,Y,Day,1,0,1950bef
5725,1888,other,Y,Day,1,0,1950bef
5730,1888,fishing,N,Night,0,1,1950bef
5732,1888,swimming,N,Night,0,1,1950bef
5737,1887,other,Y,Day,1,0,1950bef
5746,1887,other,Y,Night,1,0,1950bef
5747,1887,swimming,Y,Day,1,0,1950bef
5754,1886,swimming,Y,Day,1,0,1950bef
5760,1886,swimming,N,Night,0,1,1950bef
5763,1886,other,N,Day,0,1,1950bef
5765,1885,swimming,N,Night,0,1,1950bef
5774,1884,other,Y,Night,1,0,1950bef
5780,1883,swimming,Y,Day,1,0,1950bef
5788,1883,swimming,Y,Night,1,0,1950bef
5794,1882,swimming,N,Day,0,1,1950bef
5797,1882,surfing,N,Day,0,1,1950bef
5805,1881,swimming,,Night,0,0,1950bef
5814,1880,swimming,Y,Day,1,0,1950bef
5816,1880,swimming,Y,Day,1,0,1950bef
5817,1880,other,N,Day,0,1,1950bef
5818,1880,other,N,Day,0,1,1950bef
5821,1880,swimming,Y,Day,1,0,1950bef
5822,1880,swimming,Y,Day,1,0,1950bef
5823,1880,fishing,N,Day,0,1,1950bef
5843,1878,swimming,Y,Day,1,0,1950bef
5844,1878,swimming,Y,Day,1,0,1950bef
5853,1877,fishing,N,Day,0,1,1950bef
5856,1877,swimming,N,Day,0,1,1950bef
5882,1874,swimming,N,Day,0,1,1950bef
5888,1874,other,Y,Night,1,0,1950bef
5900,1872,other,,Night,0,0,1950bef
5901,1872,other,N,Night,0,1,1950bef
5910,1871,fishing,N,Night,0,1,1950bef
5922,1868,standing,Y,Day,1,0,1950bef
5934,1865,swimming,N,Day,0,1,1950bef
5943,1864,swimming,Y,Night,1,0,1950bef
5950,1864,other,Y,Day,1,0,1950bef
5952,1863,swimming,Y,Night,1,0,1950bef
5956,1863,swimming,N,Day,0,1,1950bef
5958,1863,swimming,Y,Night,1,0,1950bef
5959,1863,surfing,Y,Day,1,0,1950bef
5963,1862,swimming,N,Night,0,1,1950bef
5970,1862,swimming,Y,Day,1,0,1950bef
5975,1861,swimming,Y,Day,1,0,1950bef
5981,1860,fishing,Y,Night,1,0,1950bef
5982,1860,swimming,N,Night,0,1,1950bef
5991,1858,swimming,Y,Day,1,0,1950bef
6021,1852,other,Y,Night,1,0,1950bef
6030,1849,swimming,Y,Day,1,0,1950bef
6065,1841,swimming,Y,Day,1,0,1950bef
6076,1837,swimming,N,Night,0,1,1950bef
6077,1837,standing,Y,Night,1,0,1950bef
6090,1830,standing,Y,Night,1,0,1950bef
6091,1830,swimming,Y,Day,1,0,1950bef
6092,1830,other,Y,Night,1,0,1950bef
6094,1829,surfing,Y,Day,1,0,1950bef
6105,1826,surfing,Y,Day,1,0,1950bef
6113,1817,swimming,Y,Night,1,0,1950bef
6114,1817,swimming,Y,Night,1,0,1950bef
6115,1817,swimming,N,Day,0,1,1950bef
6140,1784,swimming,Y,Night,1,0,1950bef
6141,1783,other,Y,Night,1,0,1950bef
6160,1703,swimming,N,Night,0,1,
6200,2008,other,N,Day,0,1,2000
6228,1968,swimming,N,Day,0,1,1960
6241,1960,fishing,N,Day,0,1,1950bef
6242,1960,swimming,N,Day,0,1,1950bef
6243,1960,swimming,N,Day,0,1,1950bef
6259,1941,other,Y,Day,1,0,1950bef
6265,1941,swimming,Y,Day,1,0,1950bef
